dqn,dagger+e,dagger-e
0.7329973554213863,0.8354071475195823,0.8273606030480566
0.0,0.8273606030480566,0.8273606030480566
0.7360533008816535,0.8273606030480566,0.8273606030480566
0.6881754609027337,0.8273606030480566,0.8273606030480566
0.7301451152453091,0.8273606030480566,0.8273606030480566
0.39508182431261524,0.8354071475195823,0.8273606030480566
0.8273612172182285,0.8354071475195823,0.8273606030480566
0.7408692784593062,0.8346207918176329,0.8273606030480566
0.3762845280232003,0.8354071475195823,0.8273606030480566
0.715954571327248,0.8273606030480566,0.8273606030480566
0.7504714607736587,0.9469802105398453,0.8273606030480566
0.0,0.9613306226460541,0.8273606030480566
0.4112331282941495,0.8273606030480566,0.8273606030480566
0.7510753762213104,0.8273606030480566,0.8273606030480566
0.7317893806593281,0.8353471806703898,0.8273606030480566
0.7525853984404105,0.8354071475195823,0.8273606030480566
0.747594185094185,0.8273606030480566,0.8273606030480566
0.7179008328408173,0.8273606030480566,0.8273606030480566
0.6920505706095659,0.8338160054059272,0.8273606030480566
0.0,0.8354071475195823,0.8273606030480566
0.7044038959765094,0.8273606030480566,0.8273606030480566
0.4138127853881279,0.8273606030480566,0.8273606030480566
0.7521992679860718,0.8273606030480566,0.8273606030480566
0.6839571307159965,0.8273606030480566,0.8273606030480566
0.6619469026548673,0.6039846002327871,0.8273606030480566
0.4462577570962782,0.8987393592130227,0.8273606030480566
0.7310548835012801,0.8273606030480566,0.8273606030480566
0.6738968160201646,0.8273606030480566,0.8273606030480566
0.6440337932120382,0.8354071475195823,0.8273606030480566
0.6908418661237354,0.8354071475195823,0.8273606030480566
0.647186616406411,0.9066511578724754,0.8273606030480566
0.6991688546356434,0.8273606030480566,0.8273606030480566
0.0,0.8273606030480566,0.8273606030480566
0.6356503618795151,0.8273606030480566,0.8273606030480566
0.6939380793165085,0.8273606030480566,0.8273606030480566
0.5250363284424743,0.8273606030480566,0.8273606030480566
0.7103153023425076,0.8273606030480566,0.8273606030480566
0.5430054042196956,0.890863620070574,0.8273606030480566
0.7073462261616975,0.8259217150427557,0.8273606030480566
0.6548358270064718,0.8273606030480566,0.8273606030480566
0.7228792688590606,0.8354071475195823,0.8273606030480566
0.6217840527757548,0.8273606030480566,0.8273606030480566
0.7299610786508505,0.8273606030480566,0.8273606030480566
0.6867602337107342,0.938638657474725,0.8273606030480566
0.6950569387071565,0.8273606030480566,0.8273606030480566
0.636319777259493,0.8273606030480566,0.8273606030480566
0.7489943320444759,0.8273606030480566,0.8273606030480566
0.6699309285334107,0.8353471806703898,0.8273606030480566
0.7284462862097767,0.8273606030480566,0.8273606030480566
0.0,0.8433784489411156,0.8273606030480566
0.5905014636601822,0.8273606030480566,0.8273606030480566
0.692510392661316,0.8433784489411156,0.8273606030480566
0.7265417006248303,0.8273606030480566,0.8273606030480566
0.635098758176615,0.8273606030480566,0.8273606030480566
0.699771559573361,0.8273606030480566,0.8273606030480566
0.7312814242391129,0.8273606030480566,0.8273606030480566
0.6264501823420535,0.8273606030480566,0.8273606030480566
0.6838304552590267,0.8273606030480566,0.8273606030480566
0.7208645079446425,0.8273606030480566,0.8273606030480566
0.512626051917901,0.8354071475195823,0.8273606030480566
0.0,0.9437591894155599,0.8273606030480566
0.7820217103516406,0.8273606030480566,0.8273606030480566
0.659866220735786,0.8273606030480566,0.8273606030480566
0.7238028039072443,0.8273606030480566,0.8273606030480566
0.7570555684154933,0.8354071475195823,0.8273606030480566
