dqn,dagger-e,dagger+e
0.588611232583009,0.9999997246465563,0.9999997246465563
0.8443309559433287,0.9999997246465563,0.9999997246465563
0.60033654140979,0.9999997246465563,0.9999997246465563
0.8312065892780879,0.9999997246465563,0.9999997246465563
0.8605524888531149,0.9999997246465563,0.9999997246465563
0.6306089932882382,0.9999997246465563,0.9999997246465563
0.668862698397804,0.9999997246465563,0.9999997246465563
0.889149809859041,0.9999997246465563,0.9999997246465563
0.6600125313283207,0.9999997246465563,0.9999997246465563
0.6349785626810153,0.9999997246465563,0.9999997246465563
0.0,0.9999997246465563,0.9999997246465563
0.7483189164683003,0.9999997246465563,0.9999997246465563
0.7963766474558744,0.9999997246465563,0.9999997246465563
0.7758021491889218,0.9999997246465563,0.9999997246465563
0.7124379588839942,0.9999997246465563,0.9999997246465563
0.8277481967793998,0.9999997246465563,0.9999997246465563
0.8400432226290294,0.9999997246465563,0.9999997246465563
0.7389513108614233,0.9999997246465563,0.9999997246465563
0.9035389696486241,0.9999997246465563,0.9999997246465563
0.6258864063737133,0.9999997246465563,0.9999997246465563
0.8871629714176806,0.9999997246465563,0.9999997246465563
0.0,0.9999997246465563,0.9999997246465563
0.8087861073952589,0.9999997246465563,0.9999997246465563
0.5222442518554855,0.9999997246465563,0.9999997246465563
0.5666316246197509,0.9999997246465563,0.9999997246465563
0.7445939648586707,0.9999997246465563,0.9999997246465563
0.8701544788674949,0.9999997246465563,0.9999997246465563
0.8054532075795987,0.9999997246465563,0.9999997246465563
0.8248617186056131,0.9999997246465563,0.9999997246465563
0.8030560349301344,0.9999997246465563,0.9999997246465563
0.0,0.9999997246465563,0.9999997246465563
0.8302678762373212,0.9999997246465563,0.9999997246465563
0.5492819746880854,0.9999997246465563,0.9999997246465563
0.8776692977137861,0.9999997246465563,0.9999997246465563
0.9192309859635612,0.9999997246465563,0.9999997246465563
0.6394620281704246,0.9999997246465563,0.9999997246465563
0.0,0.9999997246465563,0.9999997246465563
0.70427941103256,0.9999997246465563,0.9999997246465563
0.8598536714643581,0.9999997246465563,0.9999997246465563
0.8540604763540032,0.9999997246465563,0.9999997246465563
0.8182965384308007,0.9999997246465563,0.9999997246465563
0.7829359510452637,0.9999997246465563,0.9999997246465563
0.8293052916658517,0.9999997246465563,0.9999997246465563
0.8342073814352903,0.9999997246465563,0.9999997246465563
0.6714173605129679,0.9999997246465563,0.9999997246465563
0.8633334814281886,0.9999997246465563,0.9999997246465563
0.81857474596602,0.9999997246465563,0.9999997246465563
0.8349544337615018,0.9999997246465563,0.9999997246465563
0.7586687736319017,0.9999997246465563,0.9999997246465563
0.7343971889812416,0.9999997246465563,0.9999997246465563
0.858878754661697,0.9999997246465563,0.9999997246465563
0.8519783975050641,0.9999997246465563,0.9999997246465563
0.866931840649003,0.9999997246465563,0.9999997246465563
0.8483811413563479,0.9999997246465563,0.9999997246465563
0.8435928024972497,0.9999997246465563,0.9999997246465563
0.814693349727722,0.9999997246465563,0.9999997246465563
0.8466950594707264,0.9999997246465563,0.9999997246465563
0.7835302004572416,0.9999997246465563,0.9999997246465563
0.8943032325072953,0.9999997246465563,0.9999997246465563
0.0,0.9999997246465563,0.9999997246465563
0.5956474819529147,0.9999997246465563,0.9999997246465563
0.8494003690036901,0.9999997246465563,0.9999997246465563
0.7846247860739046,0.9999997246465563,0.9999997246465563
0.7323201451702803,0.9999997246465563,0.9999997246465563
0.8208978637143304,0.9999997246465563,0.9999997246465563
0.8105898860777492,0.9999997246465563,0.9999997246465563
0.5758502692736998,0.9999997246465563,0.9999997246465563
0.8332444752032656,0.9999997246465563,0.9999997246465563
0.758602773382125,0.9999997246465563,0.9999997246465563
0.8315007055029229,0.9999997246465563,0.9999997246465563
0.8122605363984675,0.9999997246465563,0.9999997246465563
0.9240690574475404,0.9999997246465563,0.9999997246465563
